current_path,proposed_path,current_category,proposed_category,proposed_subcategory,file_kind,reason,confidence,actual_problem_url,possible_problem_id,has_main,sha256,filename,size_bytes,lines,first_comment_lines,url_count,problem_id_count,function_names,filename_keywords
templates/AC自动机/AC自动机——应用.cpp,templates/字符串/AC自动机/AC自动机——应用.cpp,AC自动机,字符串,AC自动机,application,关键词命中: AC自动机->字符串 (via filename) | 含 main | 代码内 URL×1 | 判定: application,high,https://www.luogu.com.cn/problem/P3082,,true,a3c14dee6bfc2cfae552077810f4e032cf2e012dd19b739850eae3fa16eca886,AC自动机——应用.cpp,2147,83,1,1,0,"MAXS,MAXN,insert,setFail,main","AC自动机,应用,cpp,AC自动机——应用"
templates/AC自动机/AC自动机——模板.cpp,templates/字符串/AC自动机/AC自动机——模板.cpp,AC自动机,字符串,AC自动机,runnable_template,关键词命中: AC自动机->字符串 (via filename) | 含 main | 代码内 URL×1 | 判定: runnable_template,high,https://www.luogu.com.cn/problem/P5357,,true,e920fb4b9d8a0113b203bc33d4ccfaba57e08954be2cb772db79e4716b2a54f7,AC自动机——模板.cpp,3563,126,8,1,0,"MAXN,MAXS,insert,setFail,addEdge,dfs,main","AC自动机,模板,cpp,AC自动机——模板"
templates/AC自动机/AC自动机——综合应用.cpp,templates/字符串/AC自动机/AC自动机——综合应用.cpp,AC自动机,字符串,AC自动机,application,关键词命中: AC自动机->字符串 (via filename) | 含 main | 判定: application,high,,,true,716358396257af783cf6dbf8220d55c5edcdb8d416ca6a3c6303672529711701,AC自动机——综合应用.cpp,2567,114,2,0,0,"MAXN,MAXS,insert,setFail,main","AC自动机,综合应用,cpp,AC自动机——综合应用"
templates/AC自动机/AC自动机——警报标记.cpp,templates/字符串/AC自动机/AC自动机——警报标记.cpp,AC自动机,字符串,AC自动机,runnable_template,关键词命中: AC自动机->字符串 (via filename) | 含 main | 代码内 URL×1 | 判定: runnable_template,high,https://www.luogu.com.cn/problem/P3311,,true,05e93eee71d72f21c198d5aa1fbf41b4ca348312b6883f831d33e62bb74b81c1,AC自动机——警报标记.cpp,5252,173,12,1,0,"MOD,MAXN,MAXS,clear,insert,setFail,f1,main","AC自动机,警报标记,cpp,AC自动机——警报标记"
templates/AC自动机/基于AC自动机实现的文章词频检测.cpp,templates/字符串/AC自动机/基于AC自动机实现的文章词频检测.cpp,AC自动机,字符串,AC自动机,runnable_template,关键词命中: AC自动机->字符串 (via filename) | 含 main | 判定: runnable_template,high,,,true,6973bfa779373e9116a43c4609e0f9a0d989c27422605598d70c3aa263145bc7,基于AC自动机实现的文章词频检测.cpp,3301,130,0,0,0,"MAXN,MAXS,insert,setFail,addEdge,f1,main","基于AC自动机实现的文章词频检测,cpp"
templates/CDQ分治/CDQ分治——三维偏序.cpp,templates/数据结构/CDQ分治/CDQ分治——三维偏序.cpp,CDQ分治,数据结构,CDQ分治,runnable_template,关键词命中: CDQ分治->数据结构 (via filename) | 含 main | 代码内 URL×1 | 判定: runnable_template,high,https://www.luogu.com.cn/problem/P3810,,true,d5d96a685679813f458c595f1182932f07c8612ad72d72bfc4db36afc987f366,CDQ分治——三维偏序.cpp,3805,139,15,1,0,"MAXN,MAXK,Node,CmpAbc,CmpB,lowbit,add,query","CDQ分治,三维偏序,cpp,CDQ分治——三维偏序"
templates/CDQ分治/CDQ分治——二维空间计数.cpp,templates/数据结构/CDQ分治/CDQ分治——二维空间计数.cpp,CDQ分治,数据结构,CDQ分治,runnable_template,关键词命中: CDQ分治->数据结构 (via filename) | 含 main | 代码内 URL×1 | 判定: runnable_template,high,https://www.luogu.com.cn/problem/P2163,,true,ed174ece1fefc4fef6ea2d85313ab62b941155ef2877db9a543d84d6fc706da5,CDQ分治——二维空间计数.cpp,3343,125,13,1,0,"MAXN,Node,NodeCmp,addTree,addQuery,merge,cdq,main","CDQ分治,二维空间计数,cpp,CDQ分治——二维空间计数"
templates/CDQ分治/CDQ分治——优化dp模板.cpp,templates/数据结构/CDQ分治/CDQ分治——优化dp模板.cpp,CDQ分治,数据结构,CDQ分治,application,关键词命中: CDQ分治->数据结构 (via filename) | 含 main | 代码内 URL×1 | 判定: application,high,https://www.luogu.com.cn/problem/P2487,,true,33210ddc7eadc5e37bb85a870c99eed6b762a7a03206d7a79564cda028c90517,CDQ分治——优化dp模板.cpp,7916,262,20,1,0,"MAXN,Node,Cmp1,Cmp2,lowbit,more,query,clear","CDQ分治,优化dp模板,cpp,CDQ分治——优化dp模板"
templates/CDQ分治/CDQ分治——优化动态规划.cpp,templates/数据结构/CDQ分治/CDQ分治——优化动态规划.cpp,CDQ分治,数据结构,CDQ分治,runnable_template,关键词命中: CDQ分治->数据结构 (via filename) | 含 main | 代码内 URL×1 | 判定: runnable_template,high,https://www.luogu.com.cn/problem/P4093,,true,385ffa74cae0e1a8313f7924429cd9e5a365f2800b04ff831cb68fab31cc0f21,CDQ分治——优化动态规划.cpp,4685,144,20,1,0,"MAXN,Node,CmpV,CmpLv,lowbit,more,query,clear","CDQ分治,优化动态规划,cpp,CDQ分治——优化动态规划"
templates/CDQ分治/CDQ分治——加速计算.cpp,templates/数据结构/CDQ分治/CDQ分治——加速计算.cpp,CDQ分治,数据结构,CDQ分治,runnable_template,关键词命中: CDQ分治->数据结构 (via filename) | 含 main | 代码内 URL×1 | 判定: runnable_template,high,https://www.luogu.com.cn/problem/P5094,,true,f698105c26b38eaa880889b009e0c3908944e0aa932a032d7e930cef824d1f86,CDQ分治——加速计算.cpp,2220,80,11,1,0,"MAXN,Node,NodeCmp,merge,cdq,main","CDQ分治,加速计算,cpp,CDQ分治——加速计算"
templates/CDQ分治/CDQ分治——动态逆序对.cpp,templates/数据结构/CDQ分治/CDQ分治——动态逆序对.cpp,CDQ分治,数据结构,CDQ分治,application,关键词命中: CDQ分治->数据结构 (via filename) | 含 main | 代码内 URL×1 | 判定: application,high,https://www.luogu.com.cn/problem/P3157,,true,e9a822c81dbcd5158435e84635f9ed8d030229b9c21d7c0cd7eedcdf300d3700,CDQ分治——动态逆序对.cpp,4547,156,16,1,0,"MAXN,MAXM,Node,NodeCmp,lowbit,add,query,merge","CDQ分治,动态逆序对,cpp,CDQ分治——动态逆序对"
templates/CDQ分治/CDQ分治——四维偏序.cpp,templates/数据结构/CDQ分治/CDQ分治——四维偏序.cpp,CDQ分治,数据结构,CDQ分治,runnable_template,关键词命中: CDQ分治->数据结构 (via filename) | 含 main | 代码内 URL×1 | 判定: runnable_template,high,https://www.luogu.com.cn/problem/P5621,,true,106c8cc21d64d0bcee52c1b32a2c136c687980d8e15e22f764861b0d079d4278,CDQ分治——四维偏序.cpp,6627,221,20,1,0,"MAXN,Node,Cmp1,Cmp2,Cmp3,lowbit,more,query","CDQ分治,四维偏序,cpp,CDQ分治——四维偏序"
templates/CDQ分治/CDQ分治——四维偏序优化dp.cpp,templates/数据结构/CDQ分治/CDQ分治——四维偏序优化dp.cpp,CDQ分治,数据结构,CDQ分治,runnable_template,关键词命中: CDQ分治->数据结构 (via filename) | 含 main | 代码内 URL×1 | 判定: runnable_template,high,https://www.luogu.com.cn/problem/P4849,,true,b76ebaaa4780a2be18f4bf75871d7ccc385008171c290435c8f1fc6b85ea2ed4,CDQ分治——四维偏序优化dp.cpp,5704,226,11,1,0,"MAXN,MOD,Node,lowbit,Cmp1,Cmp2,Cmp3,more","CDQ分治,四维偏序优化dp,cpp,CDQ分治——四维偏序优化dp"
templates/CDQ分治/CDQ分治——坐标变换.cpp,templates/数据结构/CDQ分治/CDQ分治——坐标变换.cpp,CDQ分治,数据结构,CDQ分治,application,关键词命中: CDQ分治->数据结构 (via filename) | 含 main | 代码内 URL×1 | 判定: application,high,https://www.luogu.com.cn/problem/P4169,,true,dce35a3c2a4ffa710f65097f087971e9b5fd80f6a3fb941f88b1b3cfcc1fecd0,CDQ分治——坐标变换.cpp,4064,176,12,1,0,"MAXN,MAXV,INF,Node,NodeCmp,lowbit,more,query","CDQ分治,坐标变换,cpp,CDQ分治——坐标变换"
templates/CDQ分治/CDQ分治——添加和查询.cpp,templates/数据结构/CDQ分治/CDQ分治——添加和查询.cpp,CDQ分治,数据结构,CDQ分治,runnable_template,关键词命中: CDQ分治->数据结构 (via filename) | 含 main | 代码内 URL×1 | 判定: runnable_template,high,https://www.luogu.com.cn/problem/P4390,,true,638e252b533baac60005ed336f4197b30912f83cf3ad831121ec7ce17d96cf78,CDQ分治——添加和查询.cpp,3260,140,16,1,0,"MAXM,MAXV,INF,Node,NodeCmp,lowbit,add,query","CDQ分治,添加和查询,cpp,CDQ分治——添加和查询"
templates/CDQ分治/CDQ分治——范围窗口.cpp,templates/数据结构/CDQ分治/CDQ分治——范围窗口.cpp,CDQ分治,数据结构,CDQ分治,runnable_template,关键词命中: CDQ分治->数据结构 (via filename) | 含 main | 代码内 URL×2 | 判定: runnable_template,high,https://www.luogu.com.cn/problem/CF1045G,,true,afa020ace716a03a83e2cd7521114ee590c1de4440d056ee10081c2bd6822f52,CDQ分治——范围窗口.cpp,4107,156,17,2,0,"MAXN,Node,CmpY,CmpQ,lowbit,add,sum,query","CDQ分治,范围窗口,cpp,CDQ分治——范围窗口"
templates/CDQ分治/CDQ分治——静态二维空间.cpp,templates/数据结构/CDQ分治/CDQ分治——静态二维空间.cpp,CDQ分治,数据结构,CDQ分治,runnable_template,关键词命中: CDQ分治->数据结构 (via filename) | 含 main | 代码内 URL×1 | 判定: runnable_template,high,https://www.luogu.com.cn/problem/P3755,,true,b9449c6fe4c73b398d592bf2273a4313a78a4763de355d51fbfb62cf25777c3f,CDQ分治——静态二维空间.cpp,2525,115,10,1,0,"MAXN,Node,NodeCmp,addStation,addQuery,merge,cdq,main","CDQ分治,静态二维空间,cpp,CDQ分治——静态二维空间"
templates/KMP/KMP算法——1based.cpp,templates/字符串/KMP算法/KMP算法——1based.cpp,KMP,字符串,KMP算法,runnable_template,关键词命中: KMP->字符串 (via filename) | 含 main | 代码内 URL×1 | 判定: runnable_template,high,https://www.luogu.com.cn/problem/P3375,,true,b218a17b78cc256cae5e17ce15b0be489db53383b7a0d369b60b3cf211347942,KMP算法——1based.cpp,1668,64,3,1,0,"MAXN,calcnext,kmp,main","KMP算法,1based,cpp,KMP算法——1based"
templates/KMP/KMP算法——next数组优化.cpp,templates/字符串/KMP算法/KMP算法——next数组优化.cpp,KMP,字符串,KMP算法,runnable_template,关键词命中: KMP->字符串 (via filename) | 含 main | 代码内 URL×1 | 判定: runnable_template,high,https://www.luogu.com.cn/problem/P3375,,true,d752c7645cb710501b603f52faa760bd87b1bd3e75052722eb065841c87feb91,KMP算法——next数组优化.cpp,2065,82,1,1,0,"MAXN,nextArray,kmp,main","KMP算法,next数组优化,cpp,KMP算法——next数组优化"
templates/KMP/KMP算法——删除s2.cpp,templates/字符串/KMP算法/KMP算法——删除s2.cpp,KMP,字符串,KMP算法,runnable_template,关键词命中: KMP->字符串 (via filename) | 含 main | 代码内 URL×1 | 判定: runnable_template,high,https://www.luogu.com.cn/problem/P4824,,true,3f94f5f116b4da117cb5f0a108edcb39b7037e39f94be0067b5c86dd97a7d9cd,KMP算法——删除s2.cpp,2186,86,11,1,0,"MAXN,calcnext,compute,main","KMP算法,删除s2,cpp,KMP算法——删除s2"
templates/KMP/KMP算法——数位dp.cpp,templates/字符串/KMP算法/KMP算法——数位dp.cpp,KMP,字符串,KMP算法,runnable_template,关键词命中: KMP->字符串 (via filename) | 含 main | 代码内 URL×1 | 判定: runnable_template,high,https://leetcode.cn/problems/find-all-good-strings/,,true,5c06a0b841aac23221e8a78d2bcda612db43733cb3e844d035f59fedb3cf652b,KMP算法——数位dp.cpp,5103,146,6,1,0,"MOD,MAXN,MAXM,Solution,clear,findGoodStrings,kmp,nextArray","KMP算法,数位dp,cpp,KMP算法——数位dp"
templates/KMP/KMP算法——最短循环节.cpp,templates/字符串/KMP算法/KMP算法——最短循环节.cpp,KMP,字符串,KMP算法,runnable_template,关键词命中: KMP->字符串 (via filename) | 含 main | 代码内 URL×1 | 判定: runnable_template,high,https://www.luogu.com.cn/problem/P4391,,true,d0a60f9d33ac8e1b119ebb2219b4b2b03bf6459ad2a3ca1a0f46cacdcbcec4c4,KMP算法——最短循环节.cpp,1544,46,14,1,0,"MAXN,calcnext,main","KMP算法,最短循环节,cpp,KMP算法——最短循环节"
templates/KMP/KMP算法——树上匹配.cpp,templates/字符串/KMP算法/KMP算法——树上匹配.cpp,KMP,字符串,KMP算法,runnable_template,关键词命中: KMP->字符串 (via filename) | 含 main | 代码内 URL×1 | 判定: runnable_template,high,https://leetcode.cn/problems/linked-list-in-binary-tree/,,true,9b98ad49f9d3e4a4a46886b0752dc2042755cb87d476753ae6b77045a6d067ef,KMP算法——树上匹配.cpp,3223,130,6,1,0,"ListNode,TreeNode,nextArray,next,find,isSubPath,main,treeNodes","KMP算法,树上匹配,cpp,KMP算法——树上匹配"
templates/KMP/KMP算法——模板.cpp,templates/字符串/KMP算法/KMP算法——模板.cpp,KMP,字符串,KMP算法,runnable_template,关键词命中: KMP->字符串 (via filename) | 含 main | 代码内 URL×1 | 判定: runnable_template,high,https://www.luogu.com.cn/problem/P3375,,true,7c3f54357d9c6ee6dd24bbc4e7df97450a392b145f94a1d891848a88046c95e8,KMP算法——模板.cpp,1906,77,3,1,0,"MAXN,nextArray,kmp,main","KMP算法,模板,cpp,KMP算法——模板"
templates/KMP/KMP算法——矩阵加速.cpp,templates/字符串/KMP算法/KMP算法——矩阵加速.cpp,KMP,字符串,KMP算法,pure_template,关键词命中: KMP->字符串 (via filename) | 代码内 URL×1 | 判定: pure_template,high,https://www.luogu.com.cn/problem/P10581,,false,aa5e986fa2ad119afdda2a8fd62f6451189a74fcb3b2c90f1a6a9bf4e0d1ab9a,KMP算法——矩阵加速.cpp,3778,122,5,1,0,"MOD,MAXN,calcnext,multiply,ans,power,main","KMP算法,矩阵加速,cpp,KMP算法——矩阵加速"
templates/KMP/失配树——1based模板.cpp,templates/字符串/失配树/失配树——1based模板.cpp,KMP,字符串,失配树,runnable_template,关键词命中: 前缀树->字符串 (via head) | 含 main | 代码内 URL×1 | 判定: runnable_template,medium,https://www.luogu.com.cn/problem/P5829,,true,7c26274102d46f92ce164aa233c7b70cc53d92226d3a439dd3452debe94a2443,失配树——1based模板.cpp,2586,102,7,1,0,"MAXN,LIMIT,calcnext,addedge,dfs,lca,main","失配树,1based模板,cpp,失配树——1based模板"
templates/KMP/失配树——应用.cpp,templates/字符串/失配树/失配树——应用.cpp,KMP,字符串,失配树,application,关键词命中: KMP->字符串 (via head) | 含 main | 代码内 URL×1 | 判定: application,medium,https://www.luogu.com.cn/problem/P2375,,true,4eb60d736938b0bfcee3d9bb10fe13ce3af94c73a7c0308282c7e7a013783f91,失配树——应用.cpp,1919,72,3,1,0,"MOD,MAXN,LIMIT,nextArray,main","失配树,应用,cpp,失配树——应用"
templates/KMP/失配树——模板.cpp,templates/字符串/失配树/失配树——模板.cpp,KMP,字符串,失配树,runnable_template,关键词命中: KMP->字符串 (via head) | 含 main | 代码内 URL×1 | 判定: runnable_template,medium,https://www.luogu.com.cn/problem/P5829,,true,7a1fb602d3977c0be3d26e24494d993843ad99438fec2d9c3b8a03bdc482fc71,失配树——模板.cpp,3310,136,6,1,0,"MAXN,LIMIT,read,nextArray,addedge,dfs,lca,main","失配树,模板,cpp,失配树——模板"
templates/kruskal重构树/kruskal重构树——dfn序st表.cpp,templates/图论/kruskal重构树/kruskal重构树——dfn序st表.cpp,kruskal重构树,图论,kruskal重构树,application,关键词命中: kruskal重构树->图论 (via filename) | 含 main | 代码内 URL×2 | 判定: application,high,https://www.luogu.com.cn/problem/CF1706E,,true,00ac7980198d219a49330a89fa28e7b06b8dbe8ef5bd1c99f711c62cbab6f10c,kruskal重构树——dfn序st表.cpp,5022,196,13,2,0,"MAXN,MAXK,MAXM,MAXH,Edge,cmp,clear,find","kruskal重构树,dfn序st表,cpp,kruskal重构树——dfn序st表"
templates/kruskal重构树/kruskal重构树——到达z个不同点.cpp,templates/图论/kruskal重构树/kruskal重构树——到达z个不同点.cpp,kruskal重构树,图论,kruskal重构树,runnable_template,关键词命中: kruskal重构树->图论 (via filename) | 含 main | 代码内 URL×2 | 判定: runnable_template,high,https://www.luogu.com.cn/problem/AT_agc002_d,,true,dc76b182c3ea1b73dc4346e235f2c73d45245b1c7a61609a1589a28609311c8e,kruskal重构树——到达z个不同点.cpp,3804,147,15,2,0,"MAXK,MAXM,MAXH,Edge,cmp,addEdge,find,kruskalRebuild","kruskal重构树,到达z个不同点,cpp,kruskal重构树——到达z个不同点"
templates/kruskal重构树/kruskal重构树——可持久化线段树.cpp,templates/图论/kruskal重构树/kruskal重构树——可持久化线段树.cpp,kruskal重构树,图论,kruskal重构树,runnable_template,关键词命中: kruskal重构树->图论 (via filename) | 含 main | 代码内 URL×1 | 判定: runnable_template,high,https://www.luogu.com.cn/problem/P7834,,true,f5019c7a2796302a98b9d1331a88975b9dc5992d9c8276d36b194aa1f4d8b390,kruskal重构树——可持久化线段树.cpp,6567,246,15,1,0,"MAXN,MAXK,MAXM,MAXT,MAXH,Edge,cmp,kth","kruskal重构树,可持久化线段树,cpp,kruskal重构树——可持久化线段树"
templates/kruskal重构树/kruskal重构树——最大树.cpp,templates/图论/kruskal重构树/kruskal重构树——最大树.cpp,kruskal重构树,图论,kruskal重构树,runnable_template,关键词命中: kruskal重构树->图论 (via filename) | 含 main | 代码内 URL×1 | 判定: runnable_template,high,https://www.luogu.com.cn/problem/P9638,,true,fde4aed94900bdad93847b92cf1897d3f36ab843d69edaaf6e738591bd9352fb,kruskal重构树——最大树.cpp,4245,142,11,1,0,"MAXK,MAXM,MAXH,Edge,cmp,find,addEdge,kruskalRebuild","kruskal重构树,最大树,cpp,kruskal重构树——最大树"
templates/kruskal重构树/kruskal重构树——最小生成树.cpp,templates/图论/kruskal重构树/kruskal重构树——最小生成树.cpp,kruskal重构树,图论,kruskal重构树,application,关键词命中: kruskal重构树->图论 (via filename) | 含 main | 代码内 URL×1 | 判定: application,high,https://www.luogu.com.cn/problem/P3665,,true,e5187416f514bba46807226e63a58ebda80476edfee80c53c89ef80c69fcb95a,kruskal重构树——最小生成树.cpp,4954,148,18,1,0,"MAXN,node,read,find,main","kruskal重构树,最小生成树,cpp,kruskal重构树——最小生成树"
templates/kruskal重构树/kruskal重构树——模板.cpp,templates/图论/kruskal重构树/kruskal重构树——模板.cpp,kruskal重构树,图论,kruskal重构树,runnable_template,关键词命中: kruskal重构树->图论 (via filename) | 含 main | 代码内 URL×1 | 判定: runnable_template,high,https://www.luogu.com.cn/problem/P2245,,true,4b0fa7f82fd7d891b8f38720a3dab192b082af53ca250323bcf0a82b1053ef48,kruskal重构树——模板.cpp,3585,139,11,1,0,"MAXK,MAXM,MAXH,Edge,cmp,find,addEdge,kruskalRebuild","kruskal重构树,模板,cpp,kruskal重构树——模板"
templates/kruskal重构树/kruskal重构树——线段树.cpp,templates/图论/kruskal重构树/kruskal重构树——线段树.cpp,kruskal重构树,图论,kruskal重构树,runnable_template,关键词命中: kruskal重构树->图论 (via filename) | 含 main | 代码内 URL×2 | 判定: runnable_template,high,https://www.luogu.com.cn/problem/CF1416D,,true,db0f99501e0b3ded333c983fdaeea67eb77105b36de810ca75cddb085aa3de21,kruskal重构树——线段树.cpp,6767,249,19,2,0,"MAXN,MAXK,MAXM,MAXQ,MAXH,Edge,cmp,prepare","kruskal重构树,线段树,cpp,kruskal重构树——线段树"
templates/kruskal重构树/kruskal重构树——结合dijkstra.cpp,templates/图论/kruskal重构树/kruskal重构树——结合dijkstra.cpp,kruskal重构树,图论,kruskal重构树,application,关键词命中: kruskal重构树->图论 (via filename) | 含 main | 代码内 URL×1 | 判定: application,high,https://www.luogu.com.cn/problem/P4768,,true,abeaa45be12730861be2d9769bbdcd62efa9fc911131860c730d2cddd5cf6f12,kruskal重构树——结合dijkstra.cpp,6022,213,19,1,0,"MAXN,MAXK,MAXM,MAXH,INF,Edge,EdgeCmp,HeapNode","kruskal重构树,结合dijkstra,cpp,kruskal重构树——结合dijkstra"
templates/Manacher/Manacher算法——划分子串.cpp,templates/字符串/Manacher算法/Manacher算法——划分子串.cpp,Manacher,字符串,Manacher算法,runnable_template,关键词命中: Manacher->字符串 (via filename) | 含 main | 代码内 URL×1 | 判定: runnable_template,high,https://leetcode.cn/problems/maximum-number-of-non-overlapping-palindrome-substrings/,,true,62463d2cf3c89ea3e14bd5d84e7f5d96ea84049d8024212e9ad2b7aeb9809a2d,Manacher算法——划分子串.cpp,2062,61,8,1,0,"MAXN,manacherss,find,main","Manacher算法,划分子串,cpp,Manacher算法——划分子串"
templates/Manacher/Manacher算法——前k乘积.cpp,templates/字符串/Manacher算法/Manacher算法——前k乘积.cpp,Manacher,字符串,Manacher算法,runnable_template,关键词命中: Manacher->字符串 (via filename) | 含 main | 代码内 URL×1 | 判定: runnable_template,high,https://www.luogu.com.cn/problem/P1659,,true,35e7313b2a8f25761ab9703b05dd52aec8bbf1988f0561f4b840f97b561ecdfe,Manacher算法——前k乘积.cpp,2426,85,9,1,0,"MOD,MAXN,manacherss,manacher,power,main","Manacher算法,前k乘积,cpp,Manacher算法——前k乘积"
templates/Manacher/Manacher算法——双回文子串.cpp,templates/字符串/Manacher算法/Manacher算法——双回文子串.cpp,Manacher,字符串,Manacher算法,runnable_template,关键词命中: Manacher->字符串 (via filename) | 含 main | 代码内 URL×1 | 判定: runnable_template,high,https://www.luogu.com.cn/problem/P4555,,true,51dafb13528425de66ea0a18affa4828e3b1fd7b2d1131e1c61df0c4704fc472,Manacher算法——双回文子串.cpp,2230,70,10,1,0,"MAXN,manacherss,manacher,main","Manacher算法,双回文子串,cpp,Manacher算法——双回文子串"
