current_path,filename,extension,size_bytes,lines,sha256,has_main,primary_algorithm,secondary_techniques,current_category,proposed_top_category,proposed_subcategory,proposed_path,file_kind,classification_basis,collision_status,review_required,actual_problem_url,possible_problem_id,url_count,problem_id_count,first_comment_lines,confidence,reason
templates/CDQ分治/CDQ分治——二维空间计数.cpp,CDQ分治——二维空间计数.cpp,cpp,3343,125,ed174ece1fefc4fef6ea2d85313ab62b941155ef2877db9a543d84d6fc706da5,true,CDQ分治,二维空间计数.cpp,CDQ分治,数据结构,CDQ分治,templates/数据结构/CDQ分治/CDQ分治——二维空间计数.cpp,runnable_template,primary_filename,none,false,https://www.luogu.com.cn/problem/P2163,P2163,1,0,13,high,primary_filename
templates/CDQ分治/CDQ分治——优化dp模板.cpp,CDQ分治——优化dp模板.cpp,cpp,7916,262,33210ddc7eadc5e37bb85a870c99eed6b762a7a03206d7a79564cda028c90517,true,CDQ分治,优化dp模板.cpp,CDQ分治,数据结构,CDQ分治,templates/数据结构/CDQ分治/CDQ分治——优化dp模板.cpp,runnable_template,primary_filename,none,false,https://www.luogu.com.cn/problem/P2487,P2487,1,0,20,high,primary_filename
templates/CDQ分治/CDQ分治——优化动态规划.cpp,CDQ分治——优化动态规划.cpp,cpp,4685,144,385ffa74cae0e1a8313f7924429cd9e5a365f2800b04ff831cb68fab31cc0f21,true,CDQ分治,优化动态规划.cpp,CDQ分治,数据结构,CDQ分治,templates/数据结构/CDQ分治/CDQ分治——优化动态规划.cpp,runnable_template,primary_filename,none,false,https://www.luogu.com.cn/problem/P4093,P4093,1,0,20,high,primary_filename
templates/CDQ分治/CDQ分治——加速计算.cpp,CDQ分治——加速计算.cpp,cpp,2220,80,f698105c26b38eaa880889b009e0c3908944e0aa932a032d7e930cef824d1f86,true,CDQ分治,加速计算.cpp,CDQ分治,数据结构,CDQ分治,templates/数据结构/CDQ分治/CDQ分治——加速计算.cpp,runnable_template,primary_filename,none,false,https://www.luogu.com.cn/problem/P5094,P5094,1,0,11,high,primary_filename
templates/CDQ分治/CDQ分治——动态逆序对.cpp,CDQ分治——动态逆序对.cpp,cpp,4547,156,e9a822c81dbcd5158435e84635f9ed8d030229b9c21d7c0cd7eedcdf300d3700,true,CDQ分治,动态逆序对.cpp,CDQ分治,数据结构,CDQ分治,templates/数据结构/CDQ分治/CDQ分治——动态逆序对.cpp,runnable_template,primary_filename,none,false,https://www.luogu.com.cn/problem/P3157,P3157,1,0,16,high,primary_filename
templates/CDQ分治/CDQ分治——四维偏序.cpp,CDQ分治——四维偏序.cpp,cpp,6627,221,106c8cc21d64d0bcee52c1b32a2c136c687980d8e15e22f764861b0d079d4278,true,CDQ分治,四维偏序.cpp,CDQ分治,数据结构,CDQ分治,templates/数据结构/CDQ分治/CDQ分治——四维偏序.cpp,runnable_template,primary_filename,none,false,https://www.luogu.com.cn/problem/P5621,P5621,1,0,20,high,primary_filename
templates/CDQ分治/CDQ分治——四维偏序优化dp.cpp,CDQ分治——四维偏序优化dp.cpp,cpp,5704,226,b76ebaaa4780a2be18f4bf75871d7ccc385008171c290435c8f1fc6b85ea2ed4,true,CDQ分治,四维偏序优化dp.cpp,CDQ分治,数据结构,CDQ分治,templates/数据结构/CDQ分治/CDQ分治——四维偏序优化dp.cpp,runnable_template,primary_filename,none,false,https://www.luogu.com.cn/problem/P4849,P4849,1,0,11,high,primary_filename
templates/CDQ分治/CDQ分治——坐标变换.cpp,CDQ分治——坐标变换.cpp,cpp,4064,176,dce35a3c2a4ffa710f65097f087971e9b5fd80f6a3fb941f88b1b3cfcc1fecd0,true,CDQ分治,坐标变换.cpp,CDQ分治,数据结构,CDQ分治,templates/数据结构/CDQ分治/CDQ分治——坐标变换.cpp,runnable_template,primary_filename,none,false,https://www.luogu.com.cn/problem/P4169,P4169,1,0,12,high,primary_filename
templates/CDQ分治/CDQ分治——添加和查询.cpp,CDQ分治——添加和查询.cpp,cpp,3260,140,638e252b533baac60005ed336f4197b30912f83cf3ad831121ec7ce17d96cf78,true,CDQ分治,添加和查询.cpp,CDQ分治,数据结构,CDQ分治,templates/数据结构/CDQ分治/CDQ分治——添加和查询.cpp,runnable_template,primary_filename,none,false,https://www.luogu.com.cn/problem/P4390,P4390,1,0,16,high,primary_filename
templates/CDQ分治/CDQ分治——范围窗口.cpp,CDQ分治——范围窗口.cpp,cpp,4107,156,afa020ace716a03a83e2cd7521114ee590c1de4440d056ee10081c2bd6822f52,true,CDQ分治,范围窗口.cpp,CDQ分治,数据结构,CDQ分治,templates/数据结构/CDQ分治/CDQ分治——范围窗口.cpp,runnable_template,primary_filename,none,false,https://www.luogu.com.cn/problem/CF1045G,CF1045G,2,0,17,high,primary_filename
templates/CDQ分治/CDQ分治——静态二维空间.cpp,CDQ分治——静态二维空间.cpp,cpp,2525,115,b9449c6fe4c73b398d592bf2273a4313a78a4763de355d51fbfb62cf25777c3f,true,CDQ分治,静态二维空间.cpp,CDQ分治,数据结构,CDQ分治,templates/数据结构/CDQ分治/CDQ分治——静态二维空间.cpp,runnable_template,primary_filename,none,false,https://www.luogu.com.cn/problem/P3755,P3755,1,0,10,high,primary_filename
templates/KMP/KMP算法——1based.cpp,KMP算法——1based.cpp,cpp,1668,64,b218a17b78cc256cae5e17ce15b0be489db53383b7a0d369b60b3cf211347942,true,KMP算法,1based.cpp,KMP,字符串,KMP,templates/字符串/KMP/KMP算法——1based.cpp,runnable_template,primary_filename,none,false,https://www.luogu.com.cn/problem/P3375,P3375,1,0,3,high,primary_filename
templates/KMP/KMP算法——next数组优化.cpp,KMP算法——next数组优化.cpp,cpp,2065,82,d752c7645cb710501b603f52faa760bd87b1bd3e75052722eb065841c87feb91,true,KMP算法,next数组优化.cpp,KMP,字符串,KMP,templates/字符串/KMP/KMP算法——next数组优化.cpp,runnable_template,primary_filename,none,false,https://www.luogu.com.cn/problem/P3375,P3375,1,0,1,high,primary_filename
templates/KMP/KMP算法——删除s2.cpp,KMP算法——删除s2.cpp,cpp,2186,86,3f94f5f116b4da117cb5f0a108edcb39b7037e39f94be0067b5c86dd97a7d9cd,true,KMP算法,删除s2.cpp,KMP,字符串,KMP,templates/字符串/KMP/KMP算法——删除s2.cpp,runnable_template,primary_filename,none,false,https://www.luogu.com.cn/problem/P4824,P4824,1,0,11,high,primary_filename
templates/KMP/KMP算法——数位dp.cpp,KMP算法——数位dp.cpp,cpp,5103,146,5c06a0b841aac23221e8a78d2bcda612db43733cb3e844d035f59fedb3cf652b,true,KMP算法,数位dp.cpp,KMP,字符串,KMP,templates/字符串/KMP/KMP算法——数位dp.cpp,runnable_template,primary_filename,none,false,https://leetcode.cn/problems/find-all-good-strings/,,1,0,6,high,primary_filename
templates/KMP/KMP算法——最短循环节.cpp,KMP算法——最短循环节.cpp,cpp,1544,46,d0a60f9d33ac8e1b119ebb2219b4b2b03bf6459ad2a3ca1a0f46cacdcbcec4c4,true,KMP算法,最短循环节.cpp,KMP,字符串,KMP,templates/字符串/KMP/KMP算法——最短循环节.cpp,runnable_template,primary_filename,none,false,https://www.luogu.com.cn/problem/P4391,P4391,1,0,14,high,primary_filename
templates/KMP/KMP算法——树上匹配.cpp,KMP算法——树上匹配.cpp,cpp,3223,130,9b98ad49f9d3e4a4a46886b0752dc2042755cb87d476753ae6b77045a6d067ef,true,KMP算法,树上匹配.cpp,KMP,字符串,KMP,templates/字符串/KMP/KMP算法——树上匹配.cpp,runnable_template,primary_filename,none,false,https://leetcode.cn/problems/linked-list-in-binary-tree/,,1,0,6,high,primary_filename
templates/KMP/KMP算法——模板.cpp,KMP算法——模板.cpp,cpp,1906,77,7c3f54357d9c6ee6dd24bbc4e7df97450a392b145f94a1d891848a88046c95e8,true,KMP算法,模板.cpp,KMP,字符串,KMP,templates/字符串/KMP/KMP算法——模板.cpp,runnable_template,primary_filename,none,false,https://www.luogu.com.cn/problem/P3375,P3375,1,0,3,high,primary_filename
templates/KMP/KMP算法——矩阵加速.cpp,KMP算法——矩阵加速.cpp,cpp,3778,122,aa5e986fa2ad119afdda2a8fd62f6451189a74fcb3b2c90f1a6a9bf4e0d1ab9a,false,KMP算法,矩阵加速.cpp,KMP,字符串,KMP,templates/字符串/KMP/KMP算法——矩阵加速.cpp,pure_template,primary_filename,none,false,https://www.luogu.com.cn/problem/P10581,P10581,1,0,5,high,primary_filename
templates/KMP/失配树——1based模板.cpp,失配树——1based模板.cpp,cpp,2586,102,7c26274102d46f92ce164aa233c7b70cc53d92226d3a439dd3452debe94a2443,true,失配树,1based模板.cpp,KMP,字符串,失配树,templates/字符串/失配树/失配树——1based模板.cpp,runnable_template,primary_filename,none,false,https://www.luogu.com.cn/problem/P5829,P5829,1,0,7,high,primary_filename
templates/KMP/失配树——应用.cpp,失配树——应用.cpp,cpp,1919,72,4eb60d736938b0bfcee3d9bb10fe13ce3af94c73a7c0308282c7e7a013783f91,true,失配树,应用.cpp,KMP,字符串,失配树,templates/字符串/失配树/失配树——应用.cpp,application,primary_filename,none,false,https://www.luogu.com.cn/problem/P2375,P2375,1,0,3,high,primary_filename
templates/KMP/失配树——模板.cpp,失配树——模板.cpp,cpp,3310,136,7a1fb602d3977c0be3d26e24494d993843ad99438fec2d9c3b8a03bdc482fc71,true,失配树,模板.cpp,KMP,字符串,失配树,templates/字符串/失配树/失配树——模板.cpp,runnable_template,primary_filename,none,false,https://www.luogu.com.cn/problem/P5829,P5829,1,0,6,high,primary_filename
templates/kruskal重构树/kruskal重构树——dfn序st表.cpp,kruskal重构树——dfn序st表.cpp,cpp,5022,196,00ac7980198d219a49330a89fa28e7b06b8dbe8ef5bd1c99f711c62cbab6f10c,true,kruskal重构树,dfn序st表.cpp,kruskal重构树,图论,生成树/kruskal重构树,templates/图论/生成树/kruskal重构树/kruskal重构树——dfn序st表.cpp,runnable_template,primary_filename,none,false,https://www.luogu.com.cn/problem/CF1706E,CF1706E,2,0,13,high,primary_filename
templates/kruskal重构树/kruskal重构树——到达z个不同点.cpp,kruskal重构树——到达z个不同点.cpp,cpp,3804,147,dc76b182c3ea1b73dc4346e235f2c73d45245b1c7a61609a1589a28609311c8e,true,kruskal重构树,到达z个不同点.cpp,kruskal重构树,图论,生成树/kruskal重构树,templates/图论/生成树/kruskal重构树/kruskal重构树——到达z个不同点.cpp,runnable_template,primary_filename,none,false,https://www.luogu.com.cn/problem/AT_agc002_d,AT_agc002_d,2,0,15,high,primary_filename
templates/kruskal重构树/kruskal重构树——可持久化线段树.cpp,kruskal重构树——可持久化线段树.cpp,cpp,6567,246,f5019c7a2796302a98b9d1331a88975b9dc5992d9c8276d36b194aa1f4d8b390,true,kruskal重构树,可持久化线段树.cpp,kruskal重构树,图论,生成树/kruskal重构树,templates/图论/生成树/kruskal重构树/kruskal重构树——可持久化线段树.cpp,runnable_template,primary_filename,none,false,https://www.luogu.com.cn/problem/P7834,P7834,1,0,15,high,primary_filename
templates/kruskal重构树/kruskal重构树——最大树.cpp,kruskal重构树——最大树.cpp,cpp,4245,142,fde4aed94900bdad93847b92cf1897d3f36ab843d69edaaf6e738591bd9352fb,true,kruskal重构树,最大树.cpp,kruskal重构树,图论,生成树/kruskal重构树,templates/图论/生成树/kruskal重构树/kruskal重构树——最大树.cpp,runnable_template,primary_filename,none,false,https://www.luogu.com.cn/problem/P9638,P9638,1,0,11,high,primary_filename
templates/kruskal重构树/kruskal重构树——最小生成树.cpp,kruskal重构树——最小生成树.cpp,cpp,4954,148,e5187416f514bba46807226e63a58ebda80476edfee80c53c89ef80c69fcb95a,true,kruskal重构树,最小生成树.cpp,kruskal重构树,图论,生成树/kruskal重构树,templates/图论/生成树/kruskal重构树/kruskal重构树——最小生成树.cpp,runnable_template,primary_filename,none,false,https://www.luogu.com.cn/problem/P3665,P3665,1,0,18,high,primary_filename
templates/kruskal重构树/kruskal重构树——模板.cpp,kruskal重构树——模板.cpp,cpp,3585,139,4b0fa7f82fd7d891b8f38720a3dab192b082af53ca250323bcf0a82b1053ef48,true,kruskal重构树,模板.cpp,kruskal重构树,图论,生成树/kruskal重构树,templates/图论/生成树/kruskal重构树/kruskal重构树——模板.cpp,runnable_template,primary_filename,none,false,https://www.luogu.com.cn/problem/P2245,P2245,1,0,11,high,primary_filename
templates/kruskal重构树/kruskal重构树——线段树.cpp,kruskal重构树——线段树.cpp,cpp,6767,249,db0f99501e0b3ded333c983fdaeea67eb77105b36de810ca75cddb085aa3de21,true,kruskal重构树,线段树.cpp,kruskal重构树,图论,生成树/kruskal重构树,templates/图论/生成树/kruskal重构树/kruskal重构树——线段树.cpp,runnable_template,primary_filename,none,false,https://www.luogu.com.cn/problem/CF1416D,CF1416D,2,0,19,high,primary_filename
templates/kruskal重构树/kruskal重构树——结合dijkstra.cpp,kruskal重构树——结合dijkstra.cpp,cpp,6022,213,abeaa45be12730861be2d9769bbdcd62efa9fc911131860c730d2cddd5cf6f12,true,kruskal重构树,结合dijkstra.cpp,kruskal重构树,图论,生成树/kruskal重构树,templates/图论/生成树/kruskal重构树/kruskal重构树——结合dijkstra.cpp,runnable_template,primary_filename,none,false,https://www.luogu.com.cn/problem/P4768,P4768,1,0,19,high,primary_filename
templates/Manacher/Manacher算法——划分子串.cpp,Manacher算法——划分子串.cpp,cpp,2062,61,62463d2cf3c89ea3e14bd5d84e7f5d96ea84049d8024212e9ad2b7aeb9809a2d,true,Manacher算法,划分子串.cpp,Manacher,字符串,Manacher,templates/字符串/Manacher/Manacher算法——划分子串.cpp,runnable_template,primary_filename,none,false,https://leetcode.cn/problems/maximum-number-of-non-overlapping-palindrome-substrings/,,1,0,8,high,primary_filename
templates/Manacher/Manacher算法——前k乘积.cpp,Manacher算法——前k乘积.cpp,cpp,2426,85,35e7313b2a8f25761ab9703b05dd52aec8bbf1988f0561f4b840f97b561ecdfe,true,Manacher算法,前k乘积.cpp,Manacher,字符串,Manacher,templates/字符串/Manacher/Manacher算法——前k乘积.cpp,runnable_template,primary_filename,none,false,https://www.luogu.com.cn/problem/P1659,P1659,1,0,9,high,primary_filename
templates/Manacher/Manacher算法——双回文子串.cpp,Manacher算法——双回文子串.cpp,cpp,2230,70,51dafb13528425de66ea0a18affa4828e3b1fd7b2d1131e1c61df0c4704fc472,true,Manacher算法,双回文子串.cpp,Manacher,字符串,Manacher,templates/字符串/Manacher/Manacher算法——双回文子串.cpp,runnable_template,primary_filename,none,false,https://www.luogu.com.cn/problem/P4555,P4555,1,0,10,high,primary_filename
templates/Manacher/Manacher算法——反演.cpp,Manacher算法——反演.cpp,cpp,2885,120,704c87b9287aa9eb419eddfd2dc7309419d6e7bdff0d9ba61404233e94001599,true,Manacher算法,反演.cpp,Manacher,字符串,Manacher,templates/字符串/Manacher/Manacher算法——反演.cpp,runnable_template,primary_filename,none,false,https://www.luogu.com.cn/problem/P3279,P3279,1,0,4,high,primary_filename
templates/Manacher/Manacher算法——回文串数量.cpp,Manacher算法——回文串数量.cpp,cpp,1938,71,d0929e7421a27c99950e3d2c2cc28af6e6109abb20374a406ed017975fba961e,true,Manacher算法,回文串数量.cpp,Manacher,字符串,Manacher,templates/字符串/Manacher/Manacher算法——回文串数量.cpp,runnable_template,primary_filename,none,false,https://www.luogu.com.cn/problem/P4287,P4287,1,0,6,high,primary_filename
templates/Manacher/Manacher算法——异或运算.cpp,Manacher算法——异或运算.cpp,cpp,1619,56,762c1c0b9b5046b66c0acc395fff3ce9ab3013e5d6ba565aab9eef0e4e67f1fb,false,Manacher算法,异或运算.cpp,Manacher,字符串,Manacher,templates/字符串/Manacher/Manacher算法——异或运算.cpp,pure_template,primary_filename,none,false,,,0,0,3,high,primary_filename
templates/Manacher/Manacher算法——模板.cpp,Manacher算法——模板.cpp,cpp,1956,55,b00d1d85d4b7eeca4fae04eb6ce8c9aa54025c5e8c282b1729283d2d01748152,true,Manacher算法,模板.cpp,Manacher,字符串,Manacher,templates/字符串/Manacher/Manacher算法——模板.cpp,runnable_template,primary_filename,none,false,https://www.luogu.com.cn/problem/P3805,P3805,1,0,6,high,primary_filename
templates/Manacher/回文自动机——fail指针.cpp,回文自动机——fail指针.cpp,cpp,2393,83,5a13d84291f0b9e440e8187442bd301023070fc3c9276032a0049d5c1ffb3a9a,true,回文自动机,fail指针.cpp,Manacher,字符串,回文自动机,templates/字符串/回文自动机/回文自动机——fail指针.cpp,runnable_template,primary_filename,none,false,https://www.luogu.com.cn/problem/P3649,P3649,1,0,7,high,primary_filename
templates/Manacher/回文自动机——模板.cpp,回文自动机——模板.cpp,cpp,2801,91,8264bd7175fa30c611965e80ef90178a34cde8fa6bc3a42be678bd6f82c6fc96,true,回文自动机,模板.cpp,Manacher,字符串,回文自动机,templates/字符串/回文自动机/回文自动机——模板.cpp,runnable_template,primary_filename,none,false,https://www.luogu.com.cn/problem/P5496,P5496,1,0,6,high,primary_filename
templates/tarjan/tarjan——LCA应用.cpp,tarjan——LCA应用.cpp,cpp,1729,72,3325ea59951fa2b719b44b2e4e89fdae4962c4ad6eb37b9fb59b7cad0a72eeb3,true,tarjan,LCA应用.cpp,tarjan,图论,Tarjan/通用,templates/图论/Tarjan/通用/tarjan——LCA应用.cpp,application,primary_filename,none,false,https://www.luogu.com.cn/problem/P7103,P7103,1,0,6,high,primary_filename
templates/tarjan/tarjan——LCA模板.cpp,tarjan——LCA模板.cpp,cpp,2793,108,6bae42a115ba7718fcbcc02c6a0e48a383e98fab760ce35419bd6d5da82c2681,true,tarjan,LCA模板.cpp,tarjan,图论,Tarjan/通用,templates/图论/Tarjan/通用/tarjan——LCA模板.cpp,runnable_template,primary_filename,none,false,https://www.luogu.com.cn/problem/P3379,P3379,1,0,9,high,primary_filename
templates/tarjan/tarjan——割点模板.cpp,tarjan——割点模板.cpp,cpp,2655,78,5c013318b9f29a8e202ff47ebdc2b1dd3a966e09be38fd39de67954ffae5e522,true,tarjan,割点模板.cpp,tarjan,图论,Tarjan/通用,templates/图论/Tarjan/通用/tarjan——割点模板.cpp,runnable_template,primary_filename,none,false,https://www.luogu.com.cn/problem/P3388,P3388,1,0,8,high,primary_filename
templates/tarjan/tarjan——并查集.cpp,tarjan——并查集.cpp,cpp,5058,200,4adc64f2e169395f4834f37fc0448df3949de81b74cb0523f6d95e99ba395abf,true,tarjan,并查集.cpp,tarjan,图论,Tarjan/通用,templates/图论/Tarjan/通用/tarjan——并查集.cpp,runnable_template,primary_filename,none,false,https://www.luogu.com.cn/problem/P10875,P10875,1,0,10,high,primary_filename
templates/tarjan/tarjan——桥模板.cpp,tarjan——桥模板.cpp,cpp,1647,69,4396b952e2f5b0b1c7149ef1c755c133ba6c7db84299f0ab54a8da608564d6a7,true,tarjan,桥模板.cpp,tarjan,图论,Tarjan/通用,templates/图论/Tarjan/通用/tarjan——桥模板.cpp,runnable_template,primary_filename,none,false,https://www.luogu.com.cn/problem/P1656,P1656,1,0,4,high,primary_filename
templates/tarjan/tarjan——点双连通分量.cpp,tarjan——点双连通分量.cpp,cpp,3400,104,4799d81ca4c8e6efa7a783c4073c3486af14f2e4ef0ff0566d761f22b14988c4,true,tarjan,点双连通分量.cpp,tarjan,图论,Tarjan/通用,templates/图论/Tarjan/通用/tarjan——点双连通分量.cpp,runnable_template,primary_filename,none,false,https://www.luogu.com.cn/problem/P8435,P8435,1,0,1,high,primary_filename
templates/tarjan/tarjan——线段树优化建边.cpp,tarjan——线段树优化建边.cpp,cpp,7440,217,7349d8396c730c5cd3c1764cae897da9195340420db7c036c34e7e7ba7dce69c,true,tarjan,线段树优化建边.cpp,tarjan,图论,Tarjan/通用,templates/图论/Tarjan/通用/tarjan——线段树优化建边.cpp,runnable_template,primary_filename,none,false,https://www.luogu.com.cn/problem/P5025,P5025,1,0,1,high,primary_filename
templates/tarjan/tarjan——缩点.cpp,tarjan——缩点.cpp,cpp,2626,96,97e7f69f45875c08fe0a18ee3b23192e19bb558eed5097dbab6ee5b86a935b2c,true,tarjan,缩点.cpp,tarjan,图论,Tarjan/通用,templates/图论/Tarjan/通用/tarjan——缩点.cpp,runnable_template,primary_filename,none,false,https://www.luogu.com.cn/problem/P2746,P2746,1,0,3,high,primary_filename
templates/tarjan/tarjan——边双缩点.cpp,tarjan——边双缩点.cpp,cpp,3499,175,e2e948ac0954665c208baabd2603f95c638b002f6e661c02fdd651563333802a,true,tarjan,边双缩点.cpp,tarjan,图论,Tarjan/通用,templates/图论/Tarjan/通用/tarjan——边双缩点.cpp,runnable_template,primary_filename,none,false,https://www.luogu.com.cn/problem/P10953,P10953,1,0,2,high,primary_filename
templates/tarjan/tarjan——边双缩点模板.cpp,tarjan——边双缩点模板.cpp,cpp,4694,178,17d488f3e72d910b739e131d7635f09d6b3eb16785f5e72822dd131c69e85cca,false,tarjan,边双缩点模板.cpp,tarjan,图论,Tarjan/通用,templates/图论/Tarjan/通用/tarjan——边双缩点模板.cpp,pure_template,primary_filename,none,false,https://www.luogu.com.cn/problem/P18867,P18867,1,0,2,high,primary_filename
